Songnum	Nation	Songtype	Language	Title	Singer		
#25226	#2	#8	#2	#Stranger Things	#Lucas, Joyner & Chris Brown	#N:\Custom HD787\Stranger Things - Lucas, Joyner & Chris Brown.mp3	#N:\Custom HD787\Stranger Things - Lucas, Joyner & Chris Brown.cdg
#25227	#2	#8	#2	#Strangers	#Halsey & Lauren Jauregui	#N:\Custom HD787\Strangers - Halsey & Lauren Jauregui.mp3	#N:\Custom HD787\Strangers - Halsey & Lauren Jauregui.cdg
#25228	#2	#8	#2	#Strangers	#Sigrid	#N:\Custom HD787\Strangers - Sigrid.mp3	#N:\Custom HD787\Strangers - Sigrid.cdg
#25229	#2	#8	#2	#Strangers Again	#Dunn, Holly	#N:\Custom HD787\Strangers Again - Dunn, Holly.mp3	#N:\Custom HD787\Strangers Again - Dunn, Holly.cdg
#25230	#2	#8	#2	#Strangers In The Night	#Sinatra, Frank	#N:\Custom HD787\Strangers In The Night - Sinatra, Frank.mp3	#N:\Custom HD787\Strangers In The Night - Sinatra, Frank.cdg
#25231	#2	#8	#2	#Stranglehold	#Nugent, Ted	#N:\Custom HD787\Stranglehold - Nugent, Ted.mp3	#N:\Custom HD787\Stranglehold - Nugent, Ted.cdg
#25232	#2	#8	#2	#Strawberry Fair	#Newley, Anthony	#N:\Custom HD787\Strawberry Fair - Newley, Anthony.mp3	#N:\Custom HD787\Strawberry Fair - Newley, Anthony.cdg
#25233	#2	#8	#2	#Strawberry Fields Forever	#Beatles, The	#N:\Custom HD787\Strawberry Fields Forever - Beatles, The.mp3	#N:\Custom HD787\Strawberry Fields Forever - Beatles, The.cdg
#25234	#2	#8	#2	#Strawberry Wine	#Carter, Deana	#N:\Custom HD787\Strawberry Wine - Carter, Deana.mp3	#N:\Custom HD787\Strawberry Wine - Carter, Deana.cdg
#25235	#2	#8	#2	#Stray Cat Strut	#Stray Cats, The	#N:\Custom HD787\Stray Cat Strut - Stray Cats, The.mp3	#N:\Custom HD787\Stray Cat Strut - Stray Cats, The.cdg
#25236	#2	#8	#2	#Streak	#Stevens, Ray	#N:\Custom HD787\Streak - Stevens, Ray.mp3	#N:\Custom HD787\Streak - Stevens, Ray.cdg
#25237	#2	#8	#2	#Streak, The	#Stevens, Ray	#N:\Custom HD787\Streak, The - Stevens, Ray.mp3	#N:\Custom HD787\Streak, The - Stevens, Ray.cdg
#25238	#2	#8	#2	#Street Symphony	#Monica	#N:\Custom HD787\Street Symphony - Monica.mp3	#N:\Custom HD787\Street Symphony - Monica.cdg
#25239	#2	#8	#2	#Streets Of Heaven	#Austin, Sherrie	#N:\Custom HD787\Streets Of Heaven - Austin, Sherrie.mp3	#N:\Custom HD787\Streets Of Heaven - Austin, Sherrie.cdg
#25240	#2	#8	#2	#Streets Of Laredo	#Arnold, Eddy	#N:\Custom HD787\Streets Of Laredo - Arnold, Eddy.mp3	#N:\Custom HD787\Streets Of Laredo - Arnold, Eddy.cdg
#25241	#2	#8	#2	#Strength In Numbers	#Times Of Grace	#N:\Custom HD787\Strength In Numbers - Times Of Grace.mp3	#N:\Custom HD787\Strength In Numbers - Times Of Grace.cdg
#25242	#2	#8	#2	#Strength Of A Woman, The	#Shaggy	#N:\Custom HD787\Strength Of A Woman, The - Shaggy.mp3	#N:\Custom HD787\Strength Of A Woman, The - Shaggy.cdg
#25243	#2	#8	#2	#Stress Reliever	#Ne-Yo	#N:\Custom HD787\Stress Reliever - Ne-Yo.mp3	#N:\Custom HD787\Stress Reliever - Ne-Yo.cdg
#25244	#2	#8	#2	#Stressed Out	#Twenty One Pilots	#N:\Custom HD787\Stressed Out - Twenty One Pilots.mp3	#N:\Custom HD787\Stressed Out - Twenty One Pilots.cdg
#25245	#2	#8	#2	#Stride (Jump On The Fizzy)	#Carter, Aaron & No Secrets	#N:\Custom HD787\Stride (Jump On The Fizzy) - Carter, Aaron & No Secrets.mp3	#N:\Custom HD787\Stride (Jump On The Fizzy) - Carter, Aaron & No Secrets.cdg
#25246	#2	#8	#2	#String Along	#Nelson, Ricky	#N:\Custom HD787\String Along - Nelson, Ricky.mp3	#N:\Custom HD787\String Along - Nelson, Ricky.cdg
#25247	#2	#8	#2	#Strip	#Brown, Chris & Kevin McCall	#N:\Custom HD787\Strip - Brown, Chris & Kevin McCall.mp3	#N:\Custom HD787\Strip - Brown, Chris & Kevin McCall.cdg
#25248	#2	#8	#2	#Strip It Down	#Bryan, Luke	#N:\Custom HD787\Strip It Down - Bryan, Luke.mp3	#N:\Custom HD787\Strip It Down - Bryan, Luke.cdg
#25249	#2	#8	#2	#Strip That Down	#Payne, Liam & Quavo	#N:\Custom HD787\Strip That Down - Payne, Liam & Quavo.mp3	#N:\Custom HD787\Strip That Down - Payne, Liam & Quavo.cdg
#25250	#2	#8	#2	#Stripper, The	#Rose, David	#N:\Custom HD787\Stripper, The - Rose, David.mp3	#N:\Custom HD787\Stripper, The - Rose, David.cdg
#25251	#2	#8	#2	#Strokin'	#Carter, Clarence	#N:\Custom HD787\Strokin' - Carter, Clarence.mp3	#N:\Custom HD787\Strokin' - Carter, Clarence.cdg
#25252	#2	#8	#2	#Stroll, The	#Diamonds, The	#N:\Custom HD787\Stroll, The - Diamonds, The.mp3	#N:\Custom HD787\Stroll, The - Diamonds, The.cdg
#25253	#2	#8	#2	#Strong Enough	#Boyzone	#N:\Custom HD787\Strong Enough - Boyzone.mp3	#N:\Custom HD787\Strong Enough - Boyzone.cdg
#25254	#2	#8	#2	#Strong Enough	#Cher	#N:\Custom HD787\Strong Enough - Cher.mp3	#N:\Custom HD787\Strong Enough - Cher.cdg
#25255	#2	#8	#2	#Strong Enough	#Crow, Sheryl	#N:\Custom HD787\Strong Enough - Crow, Sheryl.mp3	#N:\Custom HD787\Strong Enough - Crow, Sheryl.cdg
#25256	#2	#8	#2	#Strong Enough	#Dixie Chicks, The	#N:\Custom HD787\Strong Enough - Dixie Chicks, The.mp3	#N:\Custom HD787\Strong Enough - Dixie Chicks, The.cdg
#25257	#2	#8	#2	#Strong Enough To Be Your Man	#Tritt, Travis	#N:\Custom HD787\Strong Enough To Be Your Man - Tritt, Travis.mp3	#N:\Custom HD787\Strong Enough To Be Your Man - Tritt, Travis.cdg
#25258	#2	#8	#2	#Strong Enough To Bend	#Tucker, Tanya	#N:\Custom HD787\Strong Enough To Bend - Tucker, Tanya.mp3	#N:\Custom HD787\Strong Enough To Bend - Tucker, Tanya.cdg
#25259	#2	#8	#2	#Strong One, The	#Mason, Mila	#N:\Custom HD787\Strong One, The - Mason, Mila.mp3	#N:\Custom HD787\Strong One, The - Mason, Mila.cdg
#25260	#2	#8	#2	#Stronger	#(Spiritual) Mandisa	#N:\Custom HD787\Stronger - (Spiritual) Mandisa.mp3	#N:\Custom HD787\Stronger - (Spiritual) Mandisa.cdg
#25261	#2	#8	#2	#Stronger	#Clean Bandit	#N:\Custom HD787\Stronger - Clean Bandit.mp3	#N:\Custom HD787\Stronger - Clean Bandit.cdg
#25262	#2	#8	#2	#Stronger	#Spears, Britney	#N:\Custom HD787\Stronger - Spears, Britney.mp3	#N:\Custom HD787\Stronger - Spears, Britney.cdg
#25263	#2	#8	#2	#Stronger	#Sugababes	#N:\Custom HD787\Stronger - Sugababes.mp3	#N:\Custom HD787\Stronger - Sugababes.cdg
#25264	#2	#8	#2	#Stronger	#Trust Company	#N:\Custom HD787\Stronger - Trust Company.mp3	#N:\Custom HD787\Stronger - Trust Company.cdg
#25265	#2	#8	#2	#Stronger	#West, Kanye	#N:\Custom HD787\Stronger - West, Kanye.mp3	#N:\Custom HD787\Stronger - West, Kanye.cdg
#25266	#2	#8	#2	#Stronger Than I Am	#Womack, Lee Ann	#N:\Custom HD787\Stronger Than I Am - Womack, Lee Ann.mp3	#N:\Custom HD787\Stronger Than I Am - Womack, Lee Ann.cdg
#25267	#2	#8	#2	#Strut	#Easton, Sheena	#N:\Custom HD787\Strut - Easton, Sheena.mp3	#N:\Custom HD787\Strut - Easton, Sheena.cdg
#25268	#2	#8	#2	#Stuck	#(Spiritual) Orrico, Stacie	#N:\Custom HD787\Stuck - (Spiritual) Orrico, Stacie.mp3	#N:\Custom HD787\Stuck - (Spiritual) Orrico, Stacie.cdg
#25269	#2	#8	#2	#Stuck	#Orrico, Stacie	#N:\Custom HD787\Stuck - Orrico, Stacie.mp3	#N:\Custom HD787\Stuck - Orrico, Stacie.cdg
#25270	#2	#8	#2	#Stuck In A Moment You Can't Get Out Of	#U2	#N:\Custom HD787\Stuck In A Moment You Can't Get Out Of - U2.mp3	#N:\Custom HD787\Stuck In A Moment You Can't Get Out Of - U2.cdg
#25271	#2	#8	#2	#Stuck In Love	#Judds, The	#N:\Custom HD787\Stuck In Love - Judds, The.mp3	#N:\Custom HD787\Stuck In Love - Judds, The.cdg
#25272	#2	#8	#2	#Stuck In The Middle With You	#Stealers Wheel	#N:\Custom HD787\Stuck In The Middle With You - Stealers Wheel.mp3	#N:\Custom HD787\Stuck In The Middle With You - Stealers Wheel.cdg
#25273	#2	#8	#2	#Stuck Like Glue	#Sugarland	#N:\Custom HD787\Stuck Like Glue - Sugarland.mp3	#N:\Custom HD787\Stuck Like Glue - Sugarland.cdg
#25274	#2	#8	#2	#Stuck On You	#Caldwell, Bobby	#N:\Custom HD787\Stuck On You - Caldwell, Bobby.mp3	#N:\Custom HD787\Stuck On You - Caldwell, Bobby.cdg
#25275	#2	#8	#2	#Stuck On You	#Presley, Elvis	#N:\Custom HD787\Stuck On You - Presley, Elvis.mp3	#N:\Custom HD787\Stuck On You - Presley, Elvis.cdg
#25276	#2	#8	#2	#Stuck On You	#Richie, Lionel	#N:\Custom HD787\Stuck On You - Richie, Lionel.mp3	#N:\Custom HD787\Stuck On You - Richie, Lionel.cdg
#25277	#2	#8	#2	#Stuck With You	#Lewis, Huey & The News	#N:\Custom HD787\Stuck With You - Lewis, Huey & The News.mp3	#N:\Custom HD787\Stuck With You - Lewis, Huey & The News.cdg
#25278	#2	#8	#2	#Stuff	#Diamond Rio	#N:\Custom HD787\Stuff - Diamond Rio.mp3	#N:\Custom HD787\Stuff - Diamond Rio.cdg
#25279	#2	#8	#2	#Stuff Dreams Are Made Of, The	#Simon, Carly	#N:\Custom HD787\Stuff Dreams Are Made Of, The - Simon, Carly.mp3	#N:\Custom HD787\Stuff Dreams Are Made Of, The - Simon, Carly.cdg
#25280	#2	#8	#2	#Stuff Of Life	#(Spiritual) Booth Brothers	#N:\Custom HD787\Stuff Of Life - (Spiritual) Booth Brothers.mp3	#N:\Custom HD787\Stuff Of Life - (Spiritual) Booth Brothers.cdg
#25281	#2	#8	#2	#Stunt 101	#G-Unit	#N:\Custom HD787\Stunt 101 - G-Unit.mp3	#N:\Custom HD787\Stunt 101 - G-Unit.cdg
#25282	#2	#8	#2	#Stuntin' Like My Daddy	#Birdman & Lil' Wayne	#N:\Custom HD787\Stuntin' Like My Daddy - Birdman & Lil' Wayne.mp3	#N:\Custom HD787\Stuntin' Like My Daddy - Birdman & Lil' Wayne.cdg
#25283	#2	#8	#2	#Stupid	#McLachlan, Sarah	#N:\Custom HD787\Stupid - McLachlan, Sarah.mp3	#N:\Custom HD787\Stupid - McLachlan, Sarah.cdg
#25284	#2	#8	#2	#Stupid Boy	#Urban, Keith	#N:\Custom HD787\Stupid Boy - Urban, Keith.mp3	#N:\Custom HD787\Stupid Boy - Urban, Keith.cdg
#25285	#2	#8	#2	#Stupid Cupid	#Cline, Patsy	#N:\Custom HD787\Stupid Cupid - Cline, Patsy.mp3	#N:\Custom HD787\Stupid Cupid - Cline, Patsy.cdg
#25286	#2	#8	#2	#Stupid Cupid	#Francis, Connie	#N:\Custom HD787\Stupid Cupid - Francis, Connie.mp3	#N:\Custom HD787\Stupid Cupid - Francis, Connie.cdg
#25287	#2	#8	#2	#Stupid Girl	#Cold	#N:\Custom HD787\Stupid Girl - Cold.mp3	#N:\Custom HD787\Stupid Girl - Cold.cdg
#25288	#2	#8	#2	#Stupid Girl	#Garbage	#N:\Custom HD787\Stupid Girl - Garbage.mp3	#N:\Custom HD787\Stupid Girl - Garbage.cdg
#25289	#2	#8	#2	#Stupid Girl	#Nettles, Jennifer	#N:\Custom HD787\Stupid Girl - Nettles, Jennifer.mp3	#N:\Custom HD787\Stupid Girl - Nettles, Jennifer.cdg
#25290	#2	#8	#2	#Stupid Girls	#Pink	#N:\Custom HD787\Stupid Girls - Pink.mp3	#N:\Custom HD787\Stupid Girls - Pink.cdg
#25291	#2	#8	#2	#Stupid Hoe	#Minaj, Nicki	#N:\Custom HD787\Stupid Hoe - Minaj, Nicki.mp3	#N:\Custom HD787\Stupid Hoe - Minaj, Nicki.cdg
#25292	#2	#8	#2	#Stupid Things	#Cook, Elizabeth	#N:\Custom HD787\Stupid Things - Cook, Elizabeth.mp3	#N:\Custom HD787\Stupid Things - Cook, Elizabeth.cdg
#25293	#2	#8	#2	#Stutter	#Joe & Mystikal	#N:\Custom HD787\Stutter - Joe & Mystikal.mp3	#N:\Custom HD787\Stutter - Joe & Mystikal.cdg
#25294	#2	#8	#2	#Style	#Swift, Taylor	#N:\Custom HD787\Style - Swift, Taylor.mp3	#N:\Custom HD787\Style - Swift, Taylor.cdg
#25295	#2	#8	#2	#Stylo	#Gorillaz & Mos Def & Bobby Womack	#N:\Custom HD787\Stylo - Gorillaz & Mos Def & Bobby Womack.mp3	#N:\Custom HD787\Stylo - Gorillaz & Mos Def & Bobby Womack.cdg
#25296	#2	#8	#2	#Substitute	#Who, The	#N:\Custom HD787\Substitute - Who, The.mp3	#N:\Custom HD787\Substitute - Who, The.cdg
#25297	#2	#8	#2	#Subterranean Homesick Blues	#Dylan, Bob	#N:\Custom HD787\Subterranean Homesick Blues - Dylan, Bob.mp3	#N:\Custom HD787\Subterranean Homesick Blues - Dylan, Bob.cdg
#25298	#2	#8	#2	#Such A Night	#Presley, Elvis	#N:\Custom HD787\Such A Night - Presley, Elvis.mp3	#N:\Custom HD787\Such A Night - Presley, Elvis.cdg
#25299	#2	#8	#2	#Such An Easy Question	#Presley, Elvis	#N:\Custom HD787\Such An Easy Question - Presley, Elvis.mp3	#N:\Custom HD787\Such An Easy Question - Presley, Elvis.cdg
#25300	#2	#8	#2	#Sucker For Pain	#Wiz Khalifa & Imagine Dragons & Logic & Ty Dolla $ign & Lil Wayne & X Ambassadors	#N:\Custom HD787\Sucker For Pain - Wiz Khalifa & Imagine Dragons & Logic & Ty Dolla $ign & Lil Wayne & X Ambassadors.mp3	#N:\Custom HD787\Sucker For Pain - Wiz Khalifa & Imagine Dragons & Logic & Ty Dolla $ign & Lil Wayne & X Ambassadors.cdg
#25301	#2	#8	#2	#Sucu Sucu	#Johnson, Laurie	#N:\Custom HD787\Sucu Sucu - Johnson, Laurie.mp3	#N:\Custom HD787\Sucu Sucu - Johnson, Laurie.cdg
#25302	#2	#8	#2	#Suddenly	#(Duet) Newton-John, Olivia & Cliff Richard	#N:\Custom HD787\Suddenly - (Duet) Newton-John, Olivia & Cliff Richard.mp3	#N:\Custom HD787\Suddenly - (Duet) Newton-John, Olivia & Cliff Richard.cdg
#25303	#2	#8	#2	#Suddenly	#Ocean, Billy	#N:\Custom HD787\Suddenly - Ocean, Billy.mp3	#N:\Custom HD787\Suddenly - Ocean, Billy.cdg
#25304	#2	#8	#2	#Suddenly	#Rimes, LeAnn	#N:\Custom HD787\Suddenly - Rimes, LeAnn.mp3	#N:\Custom HD787\Suddenly - Rimes, LeAnn.cdg
#25305	#2	#8	#2	#Suddenly Last Summer	#Motels, The	#N:\Custom HD787\Suddenly Last Summer - Motels, The.mp3	#N:\Custom HD787\Suddenly Last Summer - Motels, The.cdg
#25306	#2	#8	#2	#Suddenly Single	#Clark, Terri	#N:\Custom HD787\Suddenly Single - Clark, Terri.mp3	#N:\Custom HD787\Suddenly Single - Clark, Terri.cdg
#25307	#2	#8	#2	#Suddenly You Love Me	#Tremeloes, The	#N:\Custom HD787\Suddenly You Love Me - Tremeloes, The.mp3	#N:\Custom HD787\Suddenly You Love Me - Tremeloes, The.cdg
#25308	#2	#8	#2	#Suds In The Bucket	#Evans, Sara	#N:\Custom HD787\Suds In The Bucket - Evans, Sara.mp3	#N:\Custom HD787\Suds In The Bucket - Evans, Sara.cdg
#25309	#2	#8	#2	#Suerte	#Shakira	#N:\Custom HD787\Suerte - Shakira.mp3	#N:\Custom HD787\Suerte - Shakira.cdg
#25310	#2	#8	#2	#Suffocate	#Cold	#N:\Custom HD787\Suffocate - Cold.mp3	#N:\Custom HD787\Suffocate - Cold.cdg
#25311	#2	#8	#2	#Suffocate	#Holiday, J.	#N:\Custom HD787\Suffocate - Holiday, J..mp3	#N:\Custom HD787\Suffocate - Holiday, J..cdg
#25312	#2	#8	#2	#Suffragette City	#Bowie, David	#N:\Custom HD787\Suffragette City - Bowie, David.mp3	#N:\Custom HD787\Suffragette City - Bowie, David.cdg
#25313	#2	#8	#2	#Suga Suga	#Baby Bash & Frankie J	#N:\Custom HD787\Suga Suga - Baby Bash & Frankie J.mp3	#N:\Custom HD787\Suga Suga - Baby Bash & Frankie J.cdg
#25314	#2	#8	#2	#Suga Suga Suga	#Sweat, Keith & Paisley Bettis	#N:\Custom HD787\Suga Suga Suga - Sweat, Keith & Paisley Bettis.mp3	#N:\Custom HD787\Suga Suga Suga - Sweat, Keith & Paisley Bettis.cdg
#25315	#2	#8	#2	#Sugar	#Flo Rida & Wynter Gordon	#N:\Custom HD787\Sugar - Flo Rida & Wynter Gordon.mp3	#N:\Custom HD787\Sugar - Flo Rida & Wynter Gordon.cdg
#25316	#2	#8	#2	#Sugar	#Maroon 5	#N:\Custom HD787\Sugar - Maroon 5.mp3	#N:\Custom HD787\Sugar - Maroon 5.cdg
#25317	#2	#8	#2	#Sugar	#Morris, Maren	#N:\Custom HD787\Sugar - Morris, Maren.mp3	#N:\Custom HD787\Sugar - Morris, Maren.cdg
#25318	#2	#8	#2	#Sugar	#Nettles, Jennifer	#N:\Custom HD787\Sugar - Nettles, Jennifer.mp3	#N:\Custom HD787\Sugar - Nettles, Jennifer.cdg
#25319	#2	#8	#2	#Sugar	#Schulz, Robin & Francesco Yates	#N:\Custom HD787\Sugar - Schulz, Robin & Francesco Yates.mp3	#N:\Custom HD787\Sugar - Schulz, Robin & Francesco Yates.cdg
#25320	#2	#8	#2	#Sugar	#Youngstown	#N:\Custom HD787\Sugar - Youngstown.mp3	#N:\Custom HD787\Sugar - Youngstown.cdg
#25321	#2	#8	#2	#Sugar & Spice	#Searchers, The	#N:\Custom HD787\Sugar & Spice - Searchers, The.mp3	#N:\Custom HD787\Sugar & Spice - Searchers, The.cdg
#25322	#2	#8	#2	#Sugar (Gimme Some)	#Trick Daddy, Ludacris & Cee Lo	#N:\Custom HD787\Sugar (Gimme Some) - Trick Daddy, Ludacris & Cee Lo.mp3	#N:\Custom HD787\Sugar (Gimme Some) - Trick Daddy, Ludacris & Cee Lo.cdg
#25323	#2	#8	#2	#Sugar Baby Love	#Rubettes, The	#N:\Custom HD787\Sugar Baby Love - Rubettes, The.mp3	#N:\Custom HD787\Sugar Baby Love - Rubettes, The.cdg
#25324	#2	#8	#2	#Sugar Bee	#Wayne Toups	#N:\Custom HD787\Sugar Bee - Wayne Toups.mp3	#N:\Custom HD787\Sugar Bee - Wayne Toups.cdg
#25325	#2	#8	#2	#Sugar High	#Anderson, Jade	#N:\Custom HD787\Sugar High - Anderson, Jade.mp3	#N:\Custom HD787\Sugar High - Anderson, Jade.cdg
#25326	#2	#8	#2	#Sugar Rush	#Dream Street	#N:\Custom HD787\Sugar Rush - Dream Street.mp3	#N:\Custom HD787\Sugar Rush - Dream Street.cdg
#25327	#2	#8	#2	#Sugar Shack	#Gilmer, Jimmy & The Fireballs	#N:\Custom HD787\Sugar Shack - Gilmer, Jimmy & The Fireballs.mp3	#N:\Custom HD787\Sugar Shack - Gilmer, Jimmy & The Fireballs.cdg
#25328	#2	#8	#2	#Sugar Sugar	#Magneto	#N:\Custom HD787\Sugar Sugar - Magneto.mp3	#N:\Custom HD787\Sugar Sugar - Magneto.cdg
#25329	#2	#8	#2	#Sugar We're Goin' Down	#Fall Out Boy	#N:\Custom HD787\Sugar We're Goin' Down - Fall Out Boy.mp3	#N:\Custom HD787\Sugar We're Goin' Down - Fall Out Boy.cdg
#25330	#2	#8	#2	#Sugar, Sugar	#Archies, The	#N:\Custom HD787\Sugar, Sugar - Archies, The.mp3	#N:\Custom HD787\Sugar, Sugar - Archies, The.cdg
#25331	#2	#8	#2	#Suicide Blonde	#INXS	#N:\Custom HD787\Suicide Blonde - INXS.mp3	#N:\Custom HD787\Suicide Blonde - INXS.cdg
#25332	#2	#8	#2	#Suitcase	#Moakler, Steve	#N:\Custom HD787\Suitcase - Moakler, Steve.mp3	#N:\Custom HD787\Suitcase - Moakler, Steve.cdg
#25333	#2	#8	#2	#Suite Judy Blue Eyes	#Crosby, Stills, Nash & Young	#N:\Custom HD787\Suite Judy Blue Eyes - Crosby, Stills, Nash & Young.mp3	#N:\Custom HD787\Suite Judy Blue Eyes - Crosby, Stills, Nash & Young.cdg
#25334	#2	#8	#2	#Suite Madame Blue	#Styx	#N:\Custom HD787\Suite Madame Blue - Styx.mp3	#N:\Custom HD787\Suite Madame Blue - Styx.cdg
#25335	#2	#8	#2	#Suits Are Picking Up The Bill	#Squirrel Nut Zippers	#N:\Custom HD787\Suits Are Picking Up The Bill - Squirrel Nut Zippers.mp3	#N:\Custom HD787\Suits Are Picking Up The Bill - Squirrel Nut Zippers.cdg
#25336	#2	#8	#2	#Sukiyaki	#4 P.M.	#N:\Custom HD787\Sukiyaki - 4 P.M..mp3	#N:\Custom HD787\Sukiyaki - 4 P.M..cdg
#25337	#2	#8	#2	#Sulfur	#Slipknot	#N:\Custom HD787\Sulfur - Slipknot.mp3	#N:\Custom HD787\Sulfur - Slipknot.cdg
#25338	#2	#8	#2	#Summer	#Calvin Harris	#N:\Custom HD787\Summer - Calvin Harris.mp3	#N:\Custom HD787\Summer - Calvin Harris.cdg
#25339	#2	#8	#2	#Summer Fling	#Lang, K.D.	#N:\Custom HD787\Summer Fling - Lang, K.D..mp3	#N:\Custom HD787\Summer Fling - Lang, K.D..cdg
#25340	#2	#8	#2	#Summer Girls	#LFO	#N:\Custom HD787\Summer Girls - LFO.mp3	#N:\Custom HD787\Summer Girls - LFO.cdg
#25341	#2	#8	#2	#Summer Holiday	#Richard, Cliff	#N:\Custom HD787\Summer Holiday - Richard, Cliff.mp3	#N:\Custom HD787\Summer Holiday - Richard, Cliff.cdg
#25342	#2	#8	#2	#Summer In Dixie	#Confederate Railroad	#N:\Custom HD787\Summer In Dixie - Confederate Railroad.mp3	#N:\Custom HD787\Summer In Dixie - Confederate Railroad.cdg
#25343	#2	#8	#2	#Summer In Dublin	#Carter, Nathan	#N:\Custom HD787\Summer In Dublin - Carter, Nathan.mp3	#N:\Custom HD787\Summer In Dublin - Carter, Nathan.cdg
#25344	#2	#8	#2	#Summer In The City	#Lovin' Spoonful, The	#N:\Custom HD787\Summer In The City - Lovin' Spoonful, The.mp3	#N:\Custom HD787\Summer In The City - Lovin' Spoonful, The.cdg
#25345	#2	#8	#2	#Summer Is Over	#McLaughlin, Jon & Sara Bareilles	#N:\Custom HD787\Summer Is Over - McLaughlin, Jon & Sara Bareilles.mp3	#N:\Custom HD787\Summer Is Over - McLaughlin, Jon & Sara Bareilles.cdg
#25346	#2	#8	#2	#Summer Kisses Winter Tears	#Presley, Elvis	#N:\Custom HD787\Summer Kisses Winter Tears - Presley, Elvis.mp3	#N:\Custom HD787\Summer Kisses Winter Tears - Presley, Elvis.cdg
#25347	#2	#8	#2	#Summer Love Sensation	#Bay City Rollers, The	#N:\Custom HD787\Summer Love Sensation - Bay City Rollers, The.mp3	#N:\Custom HD787\Summer Love Sensation - Bay City Rollers, The.cdg
#25348	#2	#8	#2	#Summer Night City	#Abba	#N:\Custom HD787\Summer Night City - Abba.mp3	#N:\Custom HD787\Summer Night City - Abba.cdg
#25349	#2	#8	#2	#Summer Nights	#(Duet) Newton-John, Olivia & John Travolta	#N:\Custom HD787\Summer Nights - (Duet) Newton-John, Olivia & John Travolta.mp3	#N:\Custom HD787\Summer Nights - (Duet) Newton-John, Olivia & John Travolta.cdg
#25350	#2	#8	#2	#Summer Nights	#(Musical) Grease	#N:\Custom HD787\Summer Nights - (Musical) Grease.mp3	#N:\Custom HD787\Summer Nights - (Musical) Grease.cdg
#25351	#2	#8	#2	#Summer Nights	#Rascal Flatts	#N:\Custom HD787\Summer Nights - Rascal Flatts.mp3	#N:\Custom HD787\Summer Nights - Rascal Flatts.cdg
#25352	#2	#8	#2	#Summer Of '69	#Adams, Bryan	#N:\Custom HD787\Summer Of '69 - Adams, Bryan.mp3	#N:\Custom HD787\Summer Of '69 - Adams, Bryan.cdg
#25353	#2	#8	#2	#Summer Of Love	#Steps	#N:\Custom HD787\Summer Of Love - Steps.mp3	#N:\Custom HD787\Summer Of Love - Steps.cdg
#25354	#2	#8	#2	#Summer On You	#Feldt, Sam & Lucas & Steve & Wulf	#N:\Custom HD787\Summer On You - Feldt, Sam & Lucas & Steve & Wulf.mp3	#N:\Custom HD787\Summer On You - Feldt, Sam & Lucas & Steve & Wulf.cdg
#25355	#2	#8	#2	#Summer Sixteen	#Drake	#N:\Custom HD787\Summer Sixteen - Drake.mp3	#N:\Custom HD787\Summer Sixteen - Drake.cdg
#25356	#2	#8	#2	#Summer Song, A	#Chad & Jeremy	#N:\Custom HD787\Summer Song, A - Chad & Jeremy.mp3	#N:\Custom HD787\Summer Song, A - Chad & Jeremy.cdg
#25357	#2	#8	#2	#Summer Sunshine	#Corrs, The	#N:\Custom HD787\Summer Sunshine - Corrs, The.mp3	#N:\Custom HD787\Summer Sunshine - Corrs, The.cdg
#25358	#2	#8	#2	#Summer Wind	#(Standards) Traditional	#N:\Custom HD787\Summer Wind - (Standards) Traditional.mp3	#N:\Custom HD787\Summer Wind - (Standards) Traditional.cdg
#25359	#2	#8	#2	#Summer Wind	#Sinatra, Frank	#N:\Custom HD787\Summer Wind - Sinatra, Frank.mp3	#N:\Custom HD787\Summer Wind - Sinatra, Frank.cdg
#25360	#2	#8	#2	#Summer's End	#Prine, John	#N:\Custom HD787\Summer's End - Prine, John.mp3	#N:\Custom HD787\Summer's End - Prine, John.cdg
#25361	#2	#8	#2	#Summertime	#(Standards) Traditional	#N:\Custom HD787\Summertime - (Standards) Traditional.mp3	#N:\Custom HD787\Summertime - (Standards) Traditional.cdg
#25362	#2	#8	#2	#Summertime	#Carter, Aaron & Baha Men	#N:\Custom HD787\Summertime - Carter, Aaron & Baha Men.mp3	#N:\Custom HD787\Summertime - Carter, Aaron & Baha Men.cdg
#25363	#2	#8	#2	#Summertime	#Stewart, Billy	#N:\Custom HD787\Summertime - Stewart, Billy.mp3	#N:\Custom HD787\Summertime - Stewart, Billy.cdg
#25364	#2	#8	#2	#Summertime Blues	#Cochran, Eddie	#N:\Custom HD787\Summertime Blues - Cochran, Eddie.mp3	#N:\Custom HD787\Summertime Blues - Cochran, Eddie.cdg
#25365	#2	#8	#2	#Summertime Blues	#Jackson, Alan	#N:\Custom HD787\Summertime Blues - Jackson, Alan.mp3	#N:\Custom HD787\Summertime Blues - Jackson, Alan.cdg
#25366	#2	#8	#2	#Summertime Blues	#Who, The	#N:\Custom HD787\Summertime Blues - Who, The.mp3	#N:\Custom HD787\Summertime Blues - Who, The.cdg
#25367	#2	#8	#2	#Sumthing's Gotta Give	#Big Boi & Mary J. Blige	#N:\Custom HD787\Sumthing's Gotta Give - Big Boi & Mary J. Blige.mp3	#N:\Custom HD787\Sumthing's Gotta Give - Big Boi & Mary J. Blige.cdg
